Sort,SampleLayer_ID,Soil_Series_Type,Surface_Subsurface,Layer_Designation,UpperDepth_cm,LowerDepth_cm,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,Soil_Series,A_Horizon,A_Thickness,ParentMaterials,AnthropogenicMaterials_YN,Anthro_Transported_Material_YN,Texture,Texture_Rubble_Detail,Percent_Sand,Percent_Sand_scale,Percent_Silt,Percent_Silt_scale,Percent_Clay,Percent_Clay_scale,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,Rock_Fragment_Type,Organic_Content,Soil_Core_Notes,Redox_Present_YN,Redox_Color,Redox_Amount,Redox_Size,Redox_Contrast,BulkDensity_gcm3,BulkDensity_scale,Tenth_bar_H2O,Third_bar_H2O,Third_bar_scale,Fifteen_bar_H2O,Fifteen_bar_scale,Ksat_cmhr,Unsaturated_K2cm_cmhr,Borehole_Ksat_cmhr,Texture_mod,ksat_texture,theta_r_texture,theta_s_texture,alpha_texture,n_texture,Texture_Test,Horizon_Simple,Soil_Series,A_Horizon,Grade,Type,Top_Type,Comments
469,CLS40CLP82L6,Urban Observed,Subsurface,,175,245,70,,2C4,C,Elnora,,,,No,No,cosl,coarse sandy loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 6/3; 75YR 5/6,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
470,CLS40CLP82L7,Urban Observed,Subsurface,,245,325,80,,3C5,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,25,rounded gravels and shale,,,Yes,25YR 3/4,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
471,CLS40CLP82L8,Urban Observed,Subsurface,,325,375,50,,3Cr,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,40,shale and rounded gravels,,,No,,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
473,CLS41CLP83L1,Urban Observed,Surface,Surface,0,18,18,,^A,A,Elnora,A1,18,Anthropogenic over Residual,No,Yes,l,loam,50.65,0.513691684,40.04,0.411088296,9.31,0.098727466,,,0,,,,No,,,,,,NA,,,NA,,NA,0.2,0.2,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
474,CLS41CLP83L2,Urban Observed,Subsurface,,18,45,27,,^C1u,C,Elnora,,,,No,Yes,l,loam,,NA,,NA,,NA,,,35,"sandstone, slag",,,Yes,10YR 8/1,,,,,NA,,,NA,,NA,,,,loam,1.992,0.069,0.3991,0.0111,1.4737,0,C,Elnora,,NA,single grain,,
475,CLS41CLP83L3,Urban Observed,Subsurface,,45,58,13,,^C2,C,Elnora,,,,No,Yes,lfs,loamy fine sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
476,CLS41CLP83L4,Urban Observed,Subsurface,HR 1,58,115,57,58,^C3u,C,Elnora,,,,No,Yes,cl,clay loam,79.99,0.811257606,16.09,0.165195072,3.92,0.041569459,,,40,"sandstone, slag, concrete",,,Yes,10YR 7/2,,,,,NA,,,NA,,NA,10.67,,10.67,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,100,C,Elnora,,NA,single grain,,
477,CLS41CLP83L5,Urban Observed,Subsurface,,115,130,15,,2C4,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
478,CLS41CLP83L6,Urban Observed,Subsurface,,130,165,35,,2C5,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
479,CLS41CLP83L7,Urban Observed,Subsurface,,165,175,10,,2Cr,C,Elnora,,,,No,No,**R,**,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
480,CLS41CLP84L1,Urban Observed,Surface,Surface,0,28,28,,^A1u,A,Elnora,A1,28,Anthropogenic over Outwash over Till,No,Yes,l,loam,50.7,0.514198783,36.21,0.371765914,13.09,0.138812301,,,10,gravel,,,No,,,,,,NA,,,NA,,NA,1.92,1.92,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
481,CLS41CLP84L2,Urban Observed,Subsurface,,28,45,17,,^A2u,A,Elnora,A1,17,,No,Yes,l,loam,,NA,,NA,,NA,,,30,"slag, gravel",,,No,,,,,,NA,,,NA,,NA,,,,loam,1.992,0.069,0.3991,0.0111,1.4737,0,A,Elnora,A1,weak,fine granular structure,,
482,CLS41CLP84L3,Urban Observed,Subsurface,,45,58,13,,2A,A,Elnora,A1,13,,No,No,sl,sandy loam,,NA,,NA,,NA,,,10,subrounded gravels,,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,A,Elnora,A1,weak,fine granular structure,,
483,CLS41CLP84L4,Urban Observed,Subsurface,HR 1,58,125,67,58,2C1,C,Elnora,,,,No,No,sl,sandy loam,66.85,0.677991886,26.59,0.272997947,6.56,0.069565217,,,10,subrounded gravels,,,Yes,10YR 8/1,,,,,NA,,,NA,,NA,0.21,,0.21,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Elnora,,NA,single grain,,
484,CLS41CLP84L5,Urban Observed,Subsurface,,125,155,30,,2C2,C,Elnora,,,,No,No,cosl,coarse sandy loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/6; 10YR 8/2,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
485,CLS41CLP84L6,Urban Observed,Subsurface,,155,165,10,,2C3,C,Elnora,,,,No,No,cl/cosl,clay loam/coarse sandy loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
486,CLS41CLP84L7,Urban Observed,Subsurface,,165,185,20,,2C4,C,Elnora,,,,No,No,cosl,coarse sandy loam,,NA,,NA,,NA,,,10,shale,,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
487,CLS41CLP84L8,Urban Observed,Subsurface,,185,200,15,,3C5,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,25,"shale, rounded sandstone",,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
488,CLS41CLP84L9,Urban Observed,Subsurface,,200,210,10,,3C6,C,Elnora,,,,No,No,scl,sandy clay loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,0,C,Elnora,,NA,single grain,,
489,CLS41CLP84L10,Urban Observed,Subsurface,,210,270,60,,3C7,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,50,"shale, subrounded gravel",,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
491,CLS42CLP85L1,Urban Observed,Surface,Surface,0,50,50,,^Au,A,Elnora,A1,50,Anthropogenic over Residual,No,Yes,l,loam,39.83,0.403955375,43.62,0.447843943,16.55,0.175503712,,,35,"shale, concrete",,,No,,,,,,NA,,,NA,,NA,0.57,0.57,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
492,CLS42CLP85L2,Urban Observed,Subsurface,,50,60,10,,^C1u,C,Elnora,,,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,40,"brick, bituminouos",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
493,CLS42CLP85L3,Urban Observed,Subsurface,HR 1,60,90,30,60,^C2u,C,Elnora,,,,No,Yes,sil,silt loam,28.12,0.285192698,52.18,0.535728953,19.7,0.208907741,,,25,"shale, concrete",,,No,,,,,,NA,,,NA,,NA,0.11,,0.11,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,100,C,Elnora,,NA,single grain,,
494,CLS42CLP85L4,Urban Observed,Subsurface,,90,100,10,,^C3u,C,Elnora,,,,No,Yes,**R,**brick,,NA,,NA,,NA,,,100,brick,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
495,CLS42CLP85L5,Urban Observed,Subsurface,,100,110,10,,^C4u,C,Elnora,,,,No,Yes,**R,**concrete,,NA,,NA,,NA,,,100,concrete,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
496,CLS42CLP85L6,Urban Observed,Subsurface,,110,120,10,,2Cr,C,Elnora,,,,No,No,**R,**,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
497,CLS42CLP86L1,Urban Observed,Surface,Surface,0,40,40,,^Au,A,Elnora,A1,40,Anthropogenic over Residual,No,Yes,l,loam,42.45,0.430527383,41.27,0.423716632,16.28,0.172640509,,,15,"bituminous, tile, sandstone",,,No,,,,,,NA,,,NA,,NA,0.29,0.29,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
498,CLS42CLP86L2,Urban Observed,Subsurface,HR 1,40,65,25,40,^C1,C,Elnora,,,,No,Yes,sl,sandy loam,47.5,0.481744422,41.26,0.423613963,11.24,0.119194062,,,0,,,,Yes,75YR 5/6,,,,,NA,,,NA,,NA,0.03,,0.03,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Elnora,,NA,single grain,,
499,CLS42CLP86L3,Urban Observed,Subsurface,,65,135,70,,2C2,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
500,CLS42CLP86L4,Urban Observed,Subsurface,,135,165,30,,2Cr,C,Elnora,,,,No,No,**R,**,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
502,CLS43CLP87L1,Urban Observed,Surface,Surface,0,60,60,,^Au,A,Elnora,A1,60,Anthropogenic over Residual,No,Yes,sl,sandy loam,44.5,0.451318458,39.71,0.407700205,15.79,0.167444327,,,30,"concrete, sandstone",,,No,,,,,,NA,,,NA,,NA,1.2,1.2,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Elnora,A1,weak,fine granular structure,,
503,CLS43CLP87L2,Urban Observed,Subsurface,HR 1,60,95,35,60,^C1u,C,Elnora,,,,No,Yes,cl,clay loam,35.05,0.355476673,46.98,0.482340862,17.97,0.190562036,,,15,"concrete, sandstone",,,No,,,,,,NA,,,NA,,NA,3.89,,3.89,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,100,C,Elnora,,NA,single grain,,
504,CLS43CLP87L3,Urban Observed,Subsurface,,95,120,25,,2C2,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
505,CLS43CLP87L4,Urban Observed,Subsurface,,120,145,25,,2Cr,C,Elnora,,,,No,No,*RR,**,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
506,CLS43CLP88L1,Urban Observed,Surface,Surface,0,35,35,,^Au,A,Elnora,A1,35,Anthropogenic over Outwash over Till,No,Yes,sl,sandy loam,54.55,0.553245436,34.06,0.349691992,11.39,0.12078473,,,20,"sandstone, bituminous",,,No,,,,,,NA,,,NA,,NA,0.05,0.05,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Elnora,A1,weak,fine granular structure,,
507,CLS43CLP88L2,Urban Observed,Subsurface,HR 1,35,75,40,35,2C1,C,Elnora,,,,No,No,sl,sandy loam,65.45,0.663793103,27.32,0.280492813,7.23,0.076670201,,,0,,,,No,,,,,,NA,,,NA,,NA,0.06,,0.06,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Elnora,,NA,single grain,,
508,CLS43CLP88L3,Urban Observed,Subsurface,,75,125,50,,3Btx,B,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 7/1; 10YR 5/6,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,B,Elnora,,weak,coarse subangular blocky,,
509,CLS43CLP88L4,Urban Observed,Subsurface,,125,240,115,,3C1',C,Elnora,,,,No,No,sicl/ls,silty clay loam/loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,siltClayLoam,0.295,0.0901,0.482,0.0084,1.5202,0,C,Elnora,,NA,single grain,,
510,CLS43CLP88L5,Urban Observed,Subsurface,,240,250,10,,3C2,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
511,CLS43CLP88L6,Urban Observed,Subsurface,,250,310,60,,3C3,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,25,shale,,,No,,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
513,CLS44CLP89L1,Urban Observed,Surface,Surface,0,18,18,,^C1u,C,Elnora,,,Anthropogenic over Outwash over Residual,No,Yes,l,loam,37.57,0.381034483,43.13,0.442813142,19.3,0.20466596,,,25,"shale, concrete",,,No,,,,,,NA,,,NA,,NA,0.17,0.17,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,C,Elnora,,NA,single grain,,
514,CLS44CLP89L2,Urban Observed,Subsurface,,18,40,22,,^C2u,C,Elnora,,,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,15,"shale, charcoal",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
515,CLS44CLP89L3,Urban Observed,Subsurface,,40,78,38,,2C3,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 3/2; 10YR 6/6,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
516,CLS44CLP89L4,Urban Observed,Subsurface,HR 1,78,108,30,78,2C4,C,Elnora,,,,No,No,sil,silt loam,47.93,0.486105477,35.95,0.369096509,16.12,0.170943796,,,20,rounded shale,,,Yes,10YR 8/2,,,,,NA,,,NA,,NA,0.02,,0.02,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,100,C,Elnora,,NA,single grain,,
517,CLS44CLP89L5,Urban Observed,Subsurface,,108,125,17,,2C5,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 6/8,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
518,CLS44CLP89L6,Urban Observed,Subsurface,,125,160,35,,2C6,C,Elnora,,,,No,No,scl,sandy clay loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 6/6,,,,,NA,,,NA,,NA,,,,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,0,C,Elnora,,NA,single grain,,
519,CLS44CLP89L7,Urban Observed,Subsurface,,160,172,12,,2C7,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/8,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
520,CLS44CLP89L8,Urban Observed,Subsurface,,172,190,18,,2C8,C,Elnora,,,,No,No,scl,sandy clay loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/8,,,,,NA,,,NA,,NA,,,,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,0,C,Elnora,,NA,single grain,,
521,CLS44CLP89L9,Urban Observed,Subsurface,,190,235,45,,3C9,C,Elnora,,,,No,No,sicl,silty clay loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/6,,,,,NA,,,NA,,NA,,,,siltClayLoam,0.295,0.0901,0.482,0.0084,1.5202,0,C,Elnora,,NA,single grain,,
522,CLS44CLP89L10,Urban Observed,Subsurface,,235,310,75,,3R,R,Elnora,,,,No,No,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,R,Elnora,,NA,NA,,
523,CLS44CLP90L1,Urban Observed,Surface,Surface,0,25,25,,^A,A,Elnora,A1,25,Anthropogenic over Outwash over Residual,No,Yes,l,loam,51.01,0.517342799,32.36,0.332238193,16.63,0.176352068,,,15,"shale, sandstone",,,No,,,,,,NA,,,NA,,NA,0.43,0.43,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
524,CLS44CLP90L2,Urban Observed,Subsurface,,25,90,65,,^C1u,C,Elnora,,,,No,Yes,sicl,silty clay loam,,NA,,NA,,NA,,,10,"sandstone, shale, tile, glass",,,No,,,,,,NA,,,NA,,NA,,,,siltClayLoam,0.295,0.0901,0.482,0.0084,1.5202,0,C,Elnora,,NA,single grain,,
525,CLS44CLP90L3,Urban Observed,Subsurface,,90,105,15,,^C2,C,Elnora,,,,No,Yes,l,loam,,NA,,NA,,NA,,,2,shale,,,No,,,,,,NA,,,NA,,NA,,,,loam,1.992,0.069,0.3991,0.0111,1.4737,0,C,Elnora,,NA,single grain,,
526,CLS44CLP90L4,Urban Observed,Subsurface,,105,125,20,,2C3,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 4/4; 10YR 6/2,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
527,CLS44CLP90L5,Urban Observed,Subsurface,HR 1,125,165,40,125,2C4,C,Elnora,,,,No,No,scl,sandy clay loam,54.17,0.549391481,28.71,0.29476386,17.12,0.18154825,,,0,,,,Yes,75YR 5/8; 10YR 5/6,,,,,NA,,,NA,,NA,0.01,,0.01,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,100,C,Elnora,,NA,single grain,,
528,CLS44CLP90L6,Urban Observed,Subsurface,,165,178,13,,2C5,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,Yes,10YR 5/4,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
529,CLS44CLP90L7,Urban Observed,Subsurface,,178,210,32,,3Cr,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
530,CLS44CLP90L8,Urban Observed,Subsurface,,210,280,70,,3R,R,Elnora,,,,No,No,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,R,Elnora,,NA,NA,,
532,CLS45CLP91L1,Urban Observed,Surface,Surface,0,38,38,,^Au,A,Elnora,A1,38,Anthropogenic over Outwash over Residual,No,Yes,sl,sandy loam,72.31,0.73336714,20.25,0.207905544,7.43,0.078791092,,,30,"brick, slag, glass",,,No,,,,,,NA,,,NA,,NA,4.01,4.01,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,99.99,A,Elnora,A1,weak,fine granular structure,,
533,CLS45CLP91L2,Urban Observed,Subsurface,,38,45,7,,^C1u,C,Elnora,,,,No,Yes,**R,**concrete,,NA,,NA,,NA,,,100,concrete,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
534,CLS45CLP91L3,Urban Observed,Subsurface,,45,60,15,,^C2u,C,Elnora,,,,No,Yes,l,loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loam,1.992,0.069,0.3991,0.0111,1.4737,0,C,Elnora,,NA,single grain,,
535,CLS45CLP91L4,Urban Observed,Subsurface,,60,64,4,,^C3,C,Elnora,,,,No,Yes,sil,silt loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
536,CLS45CLP91L5,Urban Observed,Subsurface,,64,70,6,,2C4,C,Elnora,,,,No,No,lcos,loamy coarse sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
537,CLS45CLP91L6,Urban Observed,Subsurface,,70,82,12,,2C5,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
538,CLS45CLP91L7,Urban Observed,Subsurface,HR 1,82,105,23,82,3C6,C,Elnora,,,,No,No,sil,silt loam,47.95,0.486308316,31.61,0.324537988,12.61,0.133722163,,,0,,,,Yes,75YR 5/6,,,,,NA,,,NA,,NA,8.49,,8.49,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,92.17,C,Elnora,,NA,single grain,,
539,CLS45CLP91L8,Urban Observed,Subsurface,,105,138,33,,3Cr,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,30,shale,,,Yes,75YR 5/6,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
540,CLS45CLP91L9,Urban Observed,Subsurface,,138,220,82,,3R,R,Elnora,,,,No,No,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,R,Elnora,,NA,NA,,
541,CLS45CLP92L1,Urban Observed,Surface,Surface,0,30,30,,^A,A,Elnora,A1,30,Anthropogenic over Outwash over Residual,No,Yes,l,loam,60.23,0.610851927,30.62,0.314373717,9.15,0.097030753,,,10,"shale, sandstone",,,No,,,,,,NA,,,NA,,NA,1.61,1.61,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Elnora,A1,weak,fine granular structure,,
542,CLS45CLP92L2,Urban Observed,Subsurface,HR 1,30,67,37,30,^C1,C,Elnora,,,,No,Yes,scl,sandy clay loam,54.17,0.549391481,31.75,0.325975359,14.07,0.149204666,,,20,"shale, sandstone",,,Yes,10YR 5/1; 10YR 5/6,,,,,NA,,,NA,,NA,0.08,,0.08,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,99.99,C,Elnora,,NA,single grain,,
543,CLS45CLP92L3,Urban Observed,Subsurface,,67,80,13,,^C2U,C,Elnora,,,,No,Yes,cl,clay loam,,NA,,NA,,NA,,,30,"brick, slag",,,Yes,10YR 5/6; 10YR 3/1,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
544,CLS45CLP92L4,Urban Observed,Subsurface,,80,95,15,,2C3,C,Elnora,,,,No,No,fsl,fine sandy loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 4/6,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
545,CLS45CLP92L5,Urban Observed,Subsurface,,95,100,5,,2Cg1,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,Yes,10YR 4/1; 10YR 5/4,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
546,CLS45CLP92L6,Urban Observed,Subsurface,,100,118,18,,2Cg2,C,Elnora,,,,No,No,cl,clay loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 5/6,,,,,NA,,,NA,,NA,,,,clayLoam,1.524,0.0792,0.4418,0.0158,1.4145,0,C,Elnora,,NA,single grain,,
547,CLS45CLP92L7,Urban Observed,Subsurface,,118,128,10,,2Cg3,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,Yes,10YR 5/1,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
548,CLS45CLP92L8,Urban Observed,Subsurface,,128,160,32,,2Cg4,C,Elnora,,,,No,No,sc,sandy clay,,NA,,NA,,NA,,,0,,,,Yes,10YR 4/6,,,,,NA,,,NA,,NA,,,,sandyClay,10.32,0.1169,0.3854,0.0334,1.2067,0,C,Elnora,,NA,single grain,,
549,CLS45CLP92L9,Urban Observed,Subsurface,,160,170,10,,2Cg5,C,Elnora,,,,No,No,scl,sandy clay loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 4/6,,,,,NA,,,NA,,NA,,,,sandyClayLoam,8.252,0.0633,0.3837,0.0211,1.3298,0,C,Elnora,,NA,single grain,,
550,CLS45CLP92L10,Urban Observed,Subsurface,,170,180,10,,3C,C,Elnora,,,,No,No,sil,silt loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/8,,,,,NA,,,NA,,NA,,,,siltLoam,1.785,0.0645,0.4387,0.0051,1.6626,0,C,Elnora,,NA,single grain,,
551,CLS45CLP92L11,Urban Observed,Subsurface,,180,250,70,,3R,R,Elnora,,,,No,No,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,R,Elnora,,NA,NA,,
553,CLS46CLP93L1,Urban Observed,Surface,Surface,0,18,18,,^A1u,A,Loudonville,A1,18,Anthropogenic over Residual,No,Yes,l,loam,55.43,0.562170385,29.88,0.306776181,14.69,0.155779427,,,45,slag,,,Yes,10YR 5/2; 75YR 5/6,,,,,NA,,,NA,,NA,2.99,2.99,,loam,1.992,0.069,0.3991,0.0111,1.4737,100,A,Loudonville,A1,weak,fine granular structure,,
